"species","ecological_group","reassign"
"Fusinus bocagei",1,0
"Fusinus pulchellus",1,0
"Fusinus rostratus",1,0
"Fusinus rusticulus",1,0
"Fusinus sp.",1,0
"Fusitriton magellanicus",3,0
"Fustiaria rubescens",1,0
"Gabbia fuchsiana",1,0
"Gadila aberrans",2,0
"Gaetice depressus",0,0
"Gafrarium divaricatum",1,0
"Gafrarium sp.",1,0
"Gaimardia trapesina",1,0
"Galathea bolivari",1,0
"Galathea consobrina",1,0
"Galathea dispersa",1,0
"Galathea intermedia",1,0
"Galathea nexa",1,0
"Galathea orientalis",1,0
"Galathea sp.",1,0
"Galathea squamifera",1,0
"Galathea strigosa",1,0
"Galathowenia fragilis",3,0
"Galathowenia fusiformis",0,0
"Galathowenia oculata",3,0
"Galathowenia scotiae",1,0
"Galathowenia sp.",1,1
"Galeomma takii",1,0
"Galeomma turtoni",1,0
"Gallardoneris iberica",1,0
"Gammaeropsis sp.",1,0
"Gammarella fucicola",3,0
"Gammarellus angulosus",1,0
"Gammarellus homari",1,0
"Gammarellus sp.",1,0
"Gammaridae",1,0
"Gammaridea",1,0
"Gammaropsis cornuta",1,0
"Gammaropsis dentata",1,0
"Gammaropsis japonica",1,0
"Gammaropsis laevipalmata",1,0
"Gammaropsis maculata",1,0
"Gammaropsis melanops",1,0
"Gammaropsis nitida",1,0
"Gammaropsis ostroumowi",1,0
"Gammaropsis palmata",1,0
"Gammaropsis sophiae",1,0
"Gammaropsis sp.",1,1
"Gammaropsis thompsoni",2,0
"Gammaropsis triodon",1,0
"Gammaropsis utinomii",1,0
"Gammarus aequicauda",1,0
"Gammarus chevreuxi",1,0
"Gammarus crinicornis",1,0
"Gammarus daiberi",3,0
"Gammarus duebeni",1,0
"Gammarus fasciatus",1,0
"Gammarus finmarchicus",1,0
"Gammarus insensibilis",1,0
"Gammarus locusta",1,0
"Gammarus marinus",1,0
"Gammarus mucronatus",1,0
"Gammarus oceanicus",1,0
"Gammarus palustris",1,0
"Gammarus pauxi",1,0
"Gammarus pulex",1,0
"Gammarus salinus",1,0
"Gammarus sp.",1,1
"Gammarus spinipes",1,0
"Gammarus stoerensis",3,0
"Gammarus tigrinus",1,0
"Gammarus zaddachi",3,0
"Gari anomala",1,0
"Gari convexa",1,0
"Gari costulata",1,0
"Gari depressa",1,0
"Gari elongata",1,0
"Gari fervensis",1,0
"Gari hosoyai",1,0
"Gari kazusensis",1,0
"Gari lessoni",1,0
"Gari maculosa",1,0
"Gari pallida",1,0
"Gari solida",2,0
"Gari sp.",1,1
"Gari tellinella",1,0
"Gariidae",1,1
"Garveia brevis",1,0
"Garveia nutans",1,0
"Gastrana fragilis",0,0
"Gastrochaena dubia",1,0
"Gastropteron pacificum",1,0
"Gastropteron rubrum",1,0
"Gastropteron sp.",1,0
"Gastrosaccus dunckeri",2,0
"Gastrosaccus lobatus",2,0
"Gastrosaccus normani",2,0
"Gastrosaccus roscoffensis",2,0
"Gastrosaccus sanctus",2,0
"Gastrosaccus sp.",2,0
"Gastrosaccus spinifer",2,0
"Gattyana amondseni",3,0
"Gattyana cirrhosa",3,0
"Gattyana pohaiensis",3,0
"Gattyana sp.",3,0
"Gemma gemma",2,0
"Gemophos tinctus",0,0
"Genaxinus eumyarius",2,0
"Genetyllis castanea",2,0
"Genetyllis lutea",2,0
"Genetyllis nana",2,0
"Genetyllis sp.",2,0
"Genocidaris maculata",1,0
"Geograpsus crinipes",0,0
"Gersemia fruticosa",2,0
"Gersemia rubiformis",2,0
"Gersemia sp.",2,0
"Gervillella aviculoides",3,0
"Geukensia demissa",3,0
"Gibberosus myersi",1,0
"Gibberula caelata",2,0
"Gibberula epigrus",2,0
"Gibberula lavalleeana",2,0
"Gibberula miliaria",2,0
"Gibberula secreta",2,0
"Gibbomodiola adriatica",1,0
"Gibbula adansonii",1,0
"Gibbula adriatica",1,0
"Gibbula albida",1,0
"Gibbula ardens",1,0
"Gibbula cineraria",1,0
"Gibbula divaricata",1,0
"Gibbula magus",1,0
"Gibbula pennanti",1,0
"Gibbula richardi",1,0
"Gibbula sp.",1,0
"Gibbula tumida",1,0
"Gibbula turbinoides",1,0
"Gibbula umbilicalis",1,0
"Gibbula umbilicaris umbilicaris",1,0
"Gibbula varia",1,0
"Gilvossius tyrrhenus",3,0
"Gitana sarsi",2,0
"Gitanopsis gouriae",2,0
"Gitanopsis japonica",2,0
"Gitanopsis sp.",2,0
"Glandula fibrosa",2,0
"Glans aculeata",1,0
"Glans trapezia",1,0
"Glassella floridana",2,0
"Glauconome angulata",4,0
"Glauconome chinensis",4,0
"Glauconome primeana",4,0
"Glauconome sp.",4,0
"Glebocarcinus amphioetus",2,0
"Globivenus toreuma",1,0
"Globosolembos smithi",1,0
"Globosolembos sp.",1,0
"Globularia sp.",1,0
"Globulidrilus riparius",5,0
"Glossaulax didyma",1,0
"Glossaulax reclusiana",1,0
"Glossaulax reiniana",1,0
"Glossaulax sp.",1,0
"Glottidia albida",2,0
"Glottidia pyramidata",2,0
"Glycera alba",4,0
"Glycera americana",1,0
"Glycera benguellana",2,0
"Glycera brevicirris",2,0
"Glycera capitata",2,0
"Glycera celtica",2,0
"Glycera chirori",2,0
"Glycera cinnamomea",2,0
"Glycera convoluta",2,0
"Glycera dayi",2,0
"Glycera decipiens",2,0
"Glycera dibranchiata",2,0
"Glycera fallax",2,0
"Glycera gigantea",2,0
"Glycera gilbertae",2,0
"Glycera kerguelensis",2,0
"Glycera lamelliformis",2,0
"Glycera lancadivae",2,0
"Glycera lapidum",2,0
"Glycera longipinnis",2,0
"Glycera macrobranchia",2,0
"Glycera mimica",2,0
"Glycera nana",2,0
"Glycera natalensis",2,0
"Glycera nicobarica",2,0
"Glycera onomichiensis",2,0
"Glycera oxycephala",2,0
"Glycera papillosa",2,0
"Glycera prashadi",2,0
"Glycera pseudorobusta",2,0
"Glycera robusta",2,0
"Glycera rouxi",2,0
"Glycera rouxii",2,0
"Glycera sp.",2,1
"Glycera subaenea",2,0
"Glycera tenuis",2,0
"Glycera tesselata",2,0
"Glycera tridactyla",2,0
"Glycera unicornis",2,0
"Glyceridae",2,1
"Glycinde armata",2,0
"Glycinde armigera",2,0
"Glycinde bonhourei",4,0
"Glycinde capensis",2,0
"Glycinde emerita",2,0
"Glycinde gurjanovae",2,0
"Glycinde kameruniana",2,0
"Glycinde multidens",2,0
"Glycinde nordmanni",2,0
"Glycinde picta",2,0
"Glycinde polygnatha",2,0
"Glycinde solitaria",4,0
"Glycinde sp.",2,1
"Glycymeris bimaculata",2,0
"Glycymeris glycymeris",3,0
"Glycymeris ovata",2,0
"Glyphanostomum macroglossum",1,0
"Glyphanostomum pallescens",1,0
"Glyphanostomum sp.",1,0
"Glyphohesione klatti",2,0
"Glypteuthria meridionalis",2,0
"Glyptotendipes sp.",4,0
"Gmlinia tuberculata",1,0
"Gnathia crenulatifrons",2,0
"Gnathia dentata",1,0
"Gnathia maxillaris",1,0
"Gnathia oxyuraea",1,0
"Gnathia sp.",1,0
"Gnathia vorax",1,0
"Gnathiphimedia sexdentata",1,0
"Gnathophausia zoea",0,0
"Gnorimosphaeroma insulare",2,0
"Gnorimosphaeroma oregonense",3,0
"Gnorimosphaeroma oregonensis",3,0
"Goesia depressa",2,0
"Goethemia elegantula",1,0
"Golfingia elongata",2,0
"Golfingia margaritacea",1,0
"Golfingia minuta",1,0
"Golfingia procera",1,0
"Golfingia sp.",1,1
"Golfingia vulgaris",1,0
"Golfingia vulgaris vulgaris",1,0
"Golfingiidae",1,1
"Gollumudes mortoni",1,0
"Gomeza serrata",1,0
"Goneplax rhomboides",1,0
"Goneplax sp.",1,0
"Goniada brunnea",2,0
"Goniada congoensis",2,0
"Goniada emerita",2,0
"Goniada japonica",2,0
"Goniada littorea",2,0
"Goniada maculata",2,0
"Goniada norvegica",2,0
"Goniada peruana",2,0
"Goniada sp.",2,0
"Goniada uncinigera",2,0
"Goniadella bobrezkii",2,0
"Goniadella galaica",2,0
"Goniadella gracilis",2,0
"Goniadella sp.",2,0
"Goniadella unicirra",2,0
"Goniadides cabra",2,0
"Goniadides carolinae",2,0
"Goniadides echinulata",2,0
"Goniadides falcigera",2,0
"Goniadopsis incerta",2,0
"Gonimyrtea concinna",1,0
"Goniodoris sp.",0,0
"Gonionemus vertens",2,0
"Gonodactylellus demanii",1,0
"Gonodactylus demani",1,0
"Gonothyraea loveni",1,0
"Goodallia triangularis",2,0
"Gorgonocephalus arcticus",1,0
"Gorgonocephalus eucnemis",1,0
"Gorgonocephalus sp.",1,0
"Gorida verucolosa",0,0
"Gouldia minima",1,0
"Gourretia denticulata",0,0
"Gracilechinus acutus",1,0
"Gracilechinus elegans",1,0
"Gracilipurpura rostrata",1,0
"Grammaria immersa",1,0
"Grammatodon concinnus",3,0
"Grammatodon keyserlingii",3,0
"Grammatodon longipunctata",3,0
"Grammatodon sp.",3,0
"Grandidierella bonnieroides",2,0
"Grandidierella exilis",3,0
"Grandidierella japonica",3,0
"Grandidierella megnae",3,0
"Grandidierella rhizophorae",1,0
"Grandidierella sp.",1,1
"Grandidierella taihuensis",1,0
"Grandifoxus grandis",1,0
"Grandifoxus longirostris",1,0
"Grandifoxus robustus",1,0
"Grandifoxus sp.",1,0
"Grania ovitheca",5,0
"Grania sp.",5,0
"Granulina clandestina",1,0
"Granulina guancha",1,0
"Granulina margaritula",1,0
"Granulina marginata",1,0
"Granulina occulta",1,0
"Granulina ovuliformis",1,0
"Granulina sp.",1,0
"Grapsus sp.",2,0
"Gravierella multiannulata",0,0
"Gregariella barbatella",1,0
"Gregariella difficilis",1,0
"Gregariella petagnae",1,0
"Gregariella semigranata",1,0
"Gregariella sp.",1,0
"Gregariella subclavata",1,0
"Grubeosyllis clavata",2,0
"Grubeosyllis euritmica",2,0
"Grubeosyllis limbata",2,0
"Grubeosyllis rugulosa",2,0
"Grubeosyllis tenuicirrata",2,0
"Grubeosyllis vieitezi",2,0
"Grubeulepis augeneri",1,0
"Grubeulepis ecuadorensis",1,0
"Grubeulepis geayi",1,0
"Grubeulepis mexicana",1,0
"Guernea coalita",0,0
"Gyge branchialis",0,0
"Gymnonereis fauveli",2,0
"Gymnonereis crosslandi",2,0
"Gyptis brevipalapa",2,0
"Gyptis capensis",2,0
"Gyptis crypta",2,0
"Gyptis helgolandica",2,0
"Gyptis incompta",2,0
"Gyptis lobata",2,0
"Gyptis lobatus",2,0
"Gyptis mediterranea",2,0
"Gyptis plurisetis",2,0
"Gyptis propinqua",2,0
"Gyptis rosea",1,0
"Gyptis sp.",2,1
"Gyptis vittata",3,0
"Gyroscala rupicola",1,0
"Haber speciosus",4,0
"Haedropleura septangularis",1,0
"Halacaridae",1,0
"Halcampa chrysanthellum",1,0
"Halcampa decemtentaculata",2,0
"Halcampa duodecimcirrata",1,0
"Halcampa sp.",1,1
"Halecium halecinum",2,0
"Halecium petrosum",2,0
"Halecium sp.",2,0
"Halecium tenellum",2,0
"Haliactis arctica",2,0
"Halicarcinus cookii",1,0
"Halicarcinus messor",3,0
"Halicarcinus planatus",2,0
"Halicarcinus varius",0,0
"Halicarcinus whitei",3,0
"Halice sp.",0,0
"Halice walkeri",0,0
"Halichondria panicea",1,0
"Haliclona oculata",2,0
"Haliclona sp.",1,1
"Haliclona xena",2,0
"Halicoides walkeri",0,0
"Halicreion aequicornis",2,0
"Halicreion latipes",2,0
"Halicreion sp.",2,0
"Halicryptus sp.",3,0
"Halicryptus spinulosus",3,0
"Haliella stenostoma",1,0
"Haliophasma geminata",1,0
"Haliotis tuberculata",1,0
"Halla parthenopeia",0,0
"Halla sp.",0,0
"Halmyrapseudes bahamensis",2,0
"Halmyrapseudes sp.",2,0
"Halocynthia aurantium",2,0
"Halocynthia papillosa",2,0
"Halopyrgus pupoides",0,0
"Halosydna brevisetosa",2,0
"Halosydna johnsoni",2,0
"Halosydna latior",2,0
"Halosydna leucohyba",2,0
"Halosydna patagonica",2,0
"Halosydna sp.",2,0
"Halosydnopsis pilosa",0,0
"Hamimaera hamigera",1,0
"Haminella solitaria",2,0
"Hamingia arctica",2,0
"Haminoea antillarum",2,0
"Haminoea hydatis",2,0
"Haminoea navicula",2,0
"Haminoea solitaria",2,0
"Haminoea sp.",2,1
"Haminoea succinea",2,0
"Haminoea vesicula",2,0
"Haminoea virescens",2,0
"Haminoea vitrea",2,0
"Haminoea zelandiae",1,0
"Hanleya hanleyi",1,0
"Hanleyanus vestalioides",1,0
"Hanleyanus vestalis",1,0
"Haplocheira plumosa",1,0
"Haplocytheridea setipunctata",3,0
"Haploops gascogni",3,0
"Haploops laevis",3,0
"Haploops lodo",3,0
"Haploops setosa",3,0
"Haploops similis",3,0
"Haploops sp.",3,0
"Haploops tenuis",3,0
"Haploops tubicola",3,0
"Haplopharynx sp.",2,0
"Haploscoloplos elongatus",3,0
"Haploscoloplos foliosus",2,0
"Haploscoloplos kerguelensis chilensis",4,0
"Haplostylus lobatus",2,0
"Haplostylus normani",2,0
"Haplosyllis chamaeleon",1,0
"Haplosyllis sp.",1,1
"Haplosyllis spongicola",2,0
"Hargeria rapax",3,0
"Harmothoe aculeata",2,0
"Harmothoe andreapolis",2,0
"Harmothoe antilopes",2,0
"Harmothoe asiatica",2,0
"Harmothoe aspera",2,0
"Harmothoe borealis",2,0
"Harmothoe castanea",2,0
"Harmothoe crosetensis",2,0
"Harmothoe dictyophora",2,0
"Harmothoe elisabethae",2,0
"Harmothoe ernesti",2,0
"Harmothoe exanthema",2,0
"Harmothoe extenuata",2,0
"Harmothoe forcipata",2,0
"Harmothoe fragilis",2,0
"Harmothoe fraserthomsoni",2,0
"Harmothoe fuligineum",2,0
"Harmothoe gilchristi",2,0
"Harmothoe glabra",2,0
"Harmothoe goreensis",1,0
"Harmothoe hirsuta",2,0
"Harmothoe imbricata",2,0
"Harmothoe impar",2,0
"Harmothoe ljungmani",2,0
"Harmothoe longisetis",2,0
"Harmothoe lunulata",2,0
"Harmothoe macginitiei",2,0
"Harmothoe magellanica",2,0
"Harmothoe marphysae",2,0
"Harmothoe nodosa",2,0
"Harmothoe reticulata",2,0
"Harmothoe sarsi",1,0
"Harmothoe sp.",2,1
"Harmothoe spinifera",2,0
"Harmothoe spinosa",2,0
"Harmothoe trimaculata",2,0
"Harmothoinae",2,1
"Harnischia sp.",4,0
"Harpinia agna",1,0
"Harpinia ala",1,0
"Harpinia antennaria",1,0
"Harpinia crenulata",1,0
"Harpinia dellavallei",1,0
"Harpinia laevis",1,0
"Harpinia latipes",1,0
"Harpinia mucronata",1,0
"Harpinia pectinata",1,0
"Harpinia propinqua",1,0
"Harpinia serrata",1,0
"Harpinia sp.",1,0
"Harpinia truncata",1,0
"Harpiniopsis aciculum",1,0
"Harpiniopsis similis",1,0
"Harpiniopsis sp.",1,0
"Harpiniopsis vadiculus",1,0
"Hartlaubella gelatinosa",0,0
"Hartmania moorei",2,0
"Hartmanodes hartmanae",2,0
"Hartmanodes murrius",2,0
"Hartmeyeria orientalis",0,0
"Hastula cinerea",1,0
"Hastula lepida",1,0
"Hastula matheroniana",1,0
"Hastula sp.",1,0
"Hastula strigilata",1,0
"Hauchiella sp.",1,0
"Hauchiella tribullata",1,0
"Haustorius arenarius",1,0
"Haustorius canadensis",1,0
"Haustorius sp.",1,0
"Havelockia inermis",1,0
"Hediste diversicolor",3,0
"Hediste japonica",3,0
"Hediste limnicola",2,0
"Hediste versicolor",3,0
"Heikeopsis japonica",2,0
"Helcion pellucidum",1,0
"Heleobia australis",4,0
"Heleobia parchappii",3,0
"Heleobia stagnorum",3,0
"Heliacus sp.",1,0
"Heliacus variegatus",1,0
"Helicana wuana",2,0
"Helice crassa",5,0
"Helice latimera",2,0
"Helice sheni",2,0
"Helice tientsinensis",2,0
"Helice wuana",2,0
"Heliometra glacialis",1,0
"Hemicardium fragum",3,0
"Hemicentrotus pulcherrimus",1,0
"Hemichordata",0,0
"Hemicidaridae",1,0
"Hemigrapsus crenulatus",2,0
"Hemigrapsus oregonensis",2,0
"Hemigrapsus penicillatus",2,0
"Hemigrapsus sanguineus",2,0
"Hemigrapsus sinensis",2,0
"Hemigrapsus sp.",2,0
"Hemigrapsus takanoi",2,0
"Hemilamprops californicus",2,0
"Hemilamprops roseus",2,0
"Hemilamprops sp.",2,0
"Hemilepton nitidum",2,0
"Hemileucon sp.",0,0
"Hemimysis lamornae",2,0
"Hemipholis elongata",1,0
"Hemiplax hirtipes",3,0
"Hemipodia borealis",2,0
"Hemipodia californiensis",2,0
"Hemipodia pustatula",2,0
"Hemipodia simplex",2,0
"Hemipodia sp.",2,0
"Hemipodia yenourensis",2,0
"Hemipodus borealis",2,0
"Hemipodus heteropapillatus",2,0
"Hemipodus longipapillatus",2,0
"Hemipodus pectinans",2,0
"Hemipodus simplex",2,0
"Hemipodus sp.",2,0
"Hemipodus triannulatus",2,0
"Hemiproto sp.",2,0
"Hemisquilla ensigera",1,0
"Hemithiris psittacea",1,0
"Henricia sp.",1,0
"Henrya morrisoni",0,0
"Hepatus coronatus",0,0
"Hepatus epheliticus",0,0
"Hepatus kossmanni",0,0
"Heptacarpus paludicola",1,0
"Heptacarpus rectirostris",1,0
"Heptacarpus sp.",1,0
"Heptacarpus taylori",1,0
"Heptaceras quinquedens",0,0
"Herbstia sp.",1,0
"Hermadion magalhaensi",2,0
"Hermadion nipponicus",2,0
"Hermadion rhizoicola",2,0
"Hermadionella nipponicus",2,0
"Hermadionella truncata",2,0
"Hermania scabra",2,0
"Hermilepidonotus helotypus",0,0
"Hermodice carunculata",2,0
"Hermonia hystrix",2,0
"Hermundura americana",2,0
"Hermundura fauveli",2,0
"Hermundura ocularis",2,0
"Hermundura sp.",2,0
"Hermundura tricuspis",2,0
"Hermundura vivianneae",2,0
"Hesione pantherina",2,0
"Hesione picta",2,0
"Hesione sp.",2,0
"Hesione splendida",2,0
"Hesionidae",0,0
"Hesionides arenaria",2,0
"Hesionides sp.",2,0
"Hesionura augeneri",2,0
"Hesionura coineaui",2,0
"Hesionura coineaui difficilis",1,0
"Hesionura elongata",2,0
"Hesionura serrata",2,0
"Hesiospina aurantiaca",2,0
"Hesiospina similis",2,0
"Hesiosyllis sp.",2,0
"Hespererato columbella",1,0
"Hespererato scabriuscula",1,0
"Hesperonoe complanata",2,0
"Hesperonoe hwanghaiensis",2,0
"Hesperonoe laevis",2,0
"Heteranomia sp.",1,0
"Heteranomia squamula",1,0
"Heterochaeta costata",5,0
"Heterochaeta sp.",5,0
"Heterocirrus bioculatus",4,0
"Heterocirrus sp.",4,0
"Heterocirrus zetlandicus",4,0
"Heteroclymene robusta",5,0
"Heterocuma sarsi",0,0
"Heterocyathus aequicostatus",2,0
"Heterodrilus arenicolus",0,0
"Heterodrilus sp.",0,0
"Heteromacoma irus",0,0
"Heteromastides bifidus",4,0
"Heteromastides sp.",4,1
"Heteromastus bifidus",4,0
"Heteromastus filiformis",4,0
"Heteromastus filobranchus",3,0
"Heteromastus giganteus",4,0
"Heteromastus similis",4,0
"Heteromastus sp.",4,1
"Heteromysis formosa",2,0
"Heteromysis norvegica",2,0
"Heteromysis odontops",1,0
"Heteropelogenia articulata",0,0
"Heterophoxus affinis",3,0
"Heterophoxus conlanae",2,0
"Heterophoxus ellisi",2,0
"Heterophoxus oculatus",3,0
"Heterophoxus pellusidus",2,0
"Heterophoxus trichosus",2,0
"Heterophoxus videns",2,0
"Heteroplax dentata",2,0
"Heteroplax transversa",2,0
"Heteropodarke heteromorpha",1,0
"Heteroserolis carinata",2,0
"Heterospio catalinensis",2,0
"Heterospio longissima",2,0
"Heterospio mediterranea",2,0
"Heterospio sinica",2,0
"Heterospio sp.",2,0
"Heterotanais oerstedii",3,0
"Heterotanais sp.",3,0
"Heterotanoides cognatus",1,0
"Heterothyone alba",1,0
"Heterotrissocladius sp.",0,0
"Heterotrissocladius subpilosus",0,0
"Hexacorallia",1,0
"Hexaplex trunculus",1,0
"Hexapus granuliferus",0,0
"Hexaserpula sexangularis",2,0
"Hiatella arctica",1,0
"Hiatella foetida",1,0
"Hiatella orientalis",1,0
"Hiatella rugosa",1,0
"Hiatella sp.",1,0
"Hiatula chinensis",1,0
"Hiatula connectens",1,0
"Hiatula nitida",1,0
"Hilbigneris gracilis",2,0
"Hincksipora spinulifera",1,0
"Hinia incrassata",2,0
"Hinia pygmaea",2,0
"Hinia reticulata",2,0
"Hinia sp.",2,1
"Hinia varicosa",2,0
"Hinnites corallinus",1,0
"Hippa adactyla",0,0
"Hippasteria phrygiana",1,0
"Hippolyte californiensis",1,0
"Hippolyte curaçaoensis",1,0
"Hippolyte garciarasoi",1,0
"Hippolyte huntii",1,0
"Hippolyte inermis",1,0
"Hippolyte leptocerus",1,0
"Hippolyte longirostris",1,0
"Hippolyte obliquimanus",1,0
"Hippolyte prideauxiana",1,0
"Hippolyte sp.",1,0
"Hippolyte varians",1,0
"Hippolyte zostericola",1,0
"Hippomedon ambiguus",1,0
"Hippomedon bidentatus",1,0
"Hippomedon columbianus",1,0
"Hippomedon denticulatus",1,0
"Hippomedon granulosus",1,0
"Hippomedon holbolli",1,0
"Hippomedon kergueleni",1,0
"Hippomedon massiliensis",1,0
"Hippomedon oculatus",1,0
"Hippomedon propinqvus",1,0
"Hippomedon serratus",1,0
"Hippomedon sp.",1,0
"Hipponix incurvus",1,0
"Hipponoe gaudichaudi",0,0
"Hippoporina pertusa",2,0
"Hippoporina reticulatopunctata",2,0
"Hippothoa divaricata arctica",1,0
"Hirayamaia tridentia",3,0
"Hirtomurex squamosus",1,0
"HIRUDINEA",4,0
"Histampica umbonata",1,0
"Hobsonia florida",3,0
"Holmesimysis costata",2,0
"Holostylis helleri",0,0
"Holothuria edulis",1,0
"Holothuria forskali",1,0
"Holothuria impatiens",1,0
"Holothuria penicillus",1,0
"Holothuria sp.",1,0
"Holothuria tubulosa",1,0
"Holothuroidea",1,0
"Homalopoma amussitatum",2,0
"Homalopoma cunninghami",2,0
"Homarus gammarus",1,0
"Homoiodoris sp.",1,0
"Hoplonemertea sp.",2,0
"Hoplonyx caeculus",2,0
"Hormathia digitata",1,0
"Hormathia sp.",1,0
"Hornera lichenoides",1,0
"Hourstonius japonica",2,0
"Hourstonius laguna",2,0
"Hubrechtella dubia",3,0
"Hubrechtella sp.",3,0
"Huonella sp.",0,0
"Huxleyia munita",2,0
"Hyala vitrea",1,0
"Hyale camptonyx",1,0
"Hyale grandicornis",1,0
"Hyale nilssoni",1,0
"Hyale perieri",1,0
"Hyale pontica",1,0
"Hyale prevosti",1,0
"Hyale schmidtii",1,0
"Hyale sp.",1,0
"Hyale spinidactyla",1,0
"Hyale stebbingi",1,0
"Hyalella sp.",1,0
"Hyalinoecia bilineata",1,0
"Hyalinoecia brementi",2,0
"Hyalinoecia fauveli",2,0
"Hyalinoecia sp.",2,0
"Hyalinoecia tubicola",2,0
"Hyalopecten similis",1,0
"Hyas alutaceus",1,0
"Hyas araneus",1,0
"Hyas coarctatus",1,0
"Hyas sp.",1,0
"Hyboscolex longiseta",3,0
"Hyboscolex pacificus",3,0
"Hydractinia carnea",1,0
"Hydractinia echinata",2,0
"Hydractinia sp.",1,1
"Hydractiniidae",1,1
"Hydrallmania falcata",0,0
"Hydrobia acuta",3,0
"Hydrobia acuta neglecta",3,0
"Hydrobia glyca",3,0
"Hydrobia neglecta",3,0
"Hydrobia sp.",3,0
"Hydrobia stagnorum",3,0
"Hydrobia truncata",3,0
"Hydrobia ulvae",3,0
"Hydrobia ventrosa",3,0
"Hydrobiidae",3,0
"Hydrodendron gracilis",2,0
"Hydroides bifurcata",3,0
"Hydroides bifurcatus",3,0
"Hydroides bispinosa",3,0
"Hydroides bispinosus",3,0
"Hydroides cruciger",3,0
"Hydroides crucigera",3,0
"Hydroides dianthus",3,0
"Hydroides dirampha",3,0
"Hydroides diramphus",3,0
"Hydroides elegans",2,0
"Hydroides ezoensis",3,0
"Hydroides lunulifera",3,0
"Hydroides mongeslopezi",3,0
"Hydroides mucronata",3,0
"Hydroides multispinosa",3,0
"Hydroides norvegica",3,0
"Hydroides pacificus",2,0
"Hydroides parva",3,0
"Hydroides parvus",3,0
"Hydroides protulicola",3,0
"Hydroides pseudouncinata",3,0
"Hydroides pseudouncinatus",3,0
"Hydroides sanctaecrucis",3,0
"Hydroides sp.",3,1
"Hydrozoa",1,0
"Hymenaster pellucidus",1,0
"Hymeniacidon perlevis",2,0
"Hypania brevispinis",2,0
"Hypania invalida",3,0
"Hypaniola kowalewskii",3,0
"Hypaniola sp.",3,0
"Hypereteone fauchaldi",2,0
"Hypereteone foliosa",3,0
"Hypereteone heteropoda",4,0
"Hypereteone lactea",3,0
"Hypereteone lighti",2,0
"Hyperia galba",0,0
"Hyperia sp.",0,0
"Hypsicomus phaeotaenia",2,0
"Hypsicomus stichophthalmos",2,0
"Ianiropsis sp.",0,0
"Icasterias panopla",3,0
"Ichnopus spinicornis",0,0
"Idanthyrsus armatus",1,0
"Idanthyrsus macropaleus",1,0
"Idanthyrsus sp.",1,0
"Idatellina idae",2,0
"Idmidronea atlantica",1,0
"Idotea balthica",2,0
"Idotea chelipes",2,0
"Idotea emarginata",2,0
"Idotea granulosa",2,0
"Idotea linearis",2,0
"Idotea metallica",2,0
"Idotea neglecta",2,0
"Idotea pelagica",2,0
"Idotea sp.",2,0
"Idunella aeqvicornis",2,0
"Idunella bahia",1,0
"Idunella barnardi",2,0
"Idunella chilkensis",2,0
"Idunella clymenellae",1,0
"Idunella curvidactyla",2,0
"Idunella diffusa",2,0
"Idunella eriopisa",1,0
"Idunella goleta",2,0
"Idunella longipalmata",2,0
"Idunella longirostris",2,0
"Idunella melanica",1,0
"Idunella nagatai",2,0
"Idunella nana",2,0
"Idunella picta",1,0
"Idunella pirata",1,0
"Idunella robustoflagellata",1,0
"Ilyanassa obsoleta",3,0
"Ilyanassa trivittata",2,0
"Ilyarachna hirticeps",1,0
"Ilyarachna longicornis",1,0
"Ilyodrilus templetoni",4,0
"Ilyoplax dentimerosa",3,0
"Ilyoplax deschampsi",3,0
"Ilyoplax frater",3,0
"Ilyoplax ningpoensis",3,0
"Ilyoplax serrata",3,0
"Ilyoplax tansuiensis",3,0
"Imbricaria salisburyi",1,0
"Impages cinerea",1,0
"Inachus dorsettensis",1,0
"Inachus leptochirus",1,0
"Inachus parvirostris",1,0
"Inachus phalangium",1,0
"Inachus sp.",1,0
"Incatella cingulata",3,0
"Incisocalliope aestuarius",2,0
"Incisocalliope sp.",2,0
"Indosphenia cochinensis",2,0
"Indosphenia kayalum ",2,0
"Inermonephtys inermis",2,0
"Inermonephtys palpata",2,0
"Inermosyllis curacaoensis",0,0
"Ingolfiellidea",3,0
"Ione thoracica",0,0
"Iphimedia brachygnatha",1,0
"Iphimedia carinata",1,0
"Iphimedia gibbula",1,0
"Iphimedia minuta",1,0
"Iphimedia obesa",1,0
"Iphimedia sp.",1,0
"Iphinoe armata",1,0
"Iphinoe canariensis",1,0
"Iphinoe douniae",3,0
"Iphinoe inermis",1,0
"Iphinoe rhodaniensis",4,0
"Iphinoe serrata",1,0
"Iphinoe sp.",1,1
"Iphinoe tenella",1,0
"Iphinoe tenera",1,0
"Iphinoe trispinosa",1,0
"Iravadia elegantula",1,0
"Iridona compressissima",1,0
"Iridona iridescens",1,0
"Irus irus",1,0
"Irusella lamellifera",2,0
"Isaea montagui",1,0
"Isaea sp.",1,0
"Isara cornea",1,0
"Ischnochiton albus",1,0
"Ischnochiton comptus",2,0
"Ischnochiton maorianus",2,0
