Flokkun,N,skipting,ath
Harpacticoida,1,1,
Foraminifera,13,1,"Margt < 0,5 mm"
Ostracoda,5,1,
Maldanidae,1,¼,bútur
Ostracoda,6,¼,
Oligochaeta,1,¼,
Nemertea,1,¼,
Microphthalmus aberrans,1,¼,
Levinsenia gracilis,1,¼,óviss
Polychaeta,1,¼,
Arctica islandica,1,4,
Ennucula tenuis,7,4,
Nuculana pernula,2,4,
Cardium,1,4,
Macoma calcarea,8,4,Skelin uppleyst
