"unique_species_count_1999","unique_species_count_2013","unique_species_count_2014","unique_species_count_2015","unique_species_count_2016","unique_species_count_2017","species_list_1999","species_list_2013","species_list_2014","species_list_2015","species_list_2016","species_list_2017"
13,2,8,3,17,14,"Schistomeringos nigridentata, Sternaspis scutata, Myriochele oculata, Yoldia hyperborea, Leda pernula, Syllis gracilis, Thracia villosiuscula, Munna, Paroediceros lynceus, Astarte, Laphania boecki, Pseudopotamilla reniformis, Sphaerodoridae","Acarina, Polyplacophora","Malacoceros fuliginosus, Mya truncata, Caprella septemtrionalis, Ciliatocardium ciliatum ciliatum, Naineris quadricuspida, Nephthys, Nereis pelagica, Praxillella praetermissa","Glycera capitata, Nereimyra punctata, Parougia nigridentata","Cardiidae, Spionida, Spionidae, Nuculana pernula, Sabellidae, scalibregma inflatum, Nuculana minuta, Parvicardium minimum, Pectinaria koreni, Sphaerodoropsis minuta, Abra prismatica, Cistenides granulata, Kurtiella bidentata, Nephtyidae, Nephtys, Gattyana cirrhosa, Acanthocardia tuberculata","Acanthocardia echinata, Cossura pygodactylata, Notomastus latericeus, Pycnogonida, Amphipoda, Dexamine thea, Gibbula tumida, Margarites groenlandicus, Nicolea zostericola, Nudibranchia, Onoba striata, Pherusa plumosa, Naticidae, Parvicardium pinnulatum"
